Timestamp,Series_No,Product_No,class
Timestamp: 04/01/17 23:43:36,XK00001402,2270,OK
Timestamp: 04/01/17 23:48:20,XK00001402,3105,OK
Timestamp: 04/02/17 23:51:18,XK00001402,2577,OK
Timestamp: 04/02/17 23:51:47,XK00001402,3836,OK
Timestamp: 04/02/17 23:53:09,XK00001402,1568,OK
Timestamp: 04/02/17 23:55:49,XK00001402,1124,OK
Timestamp: 04/02/17 23:58:09,XK00001402,1081,OK
Timestamp: 04/03/17 00:01:05,XK00001402,1300,OK
Timestamp: 04/03/17 00:06:35,XK00001402,6162,Failure
Timestamp: 04/03/17 00:11:36,XK00001402,1255,OK
Timestamp: 04/03/17 00:14:04,XK00001402,3921,OK
Timestamp: 04/03/17 00:19:53,XK00001402,505,OK
Timestamp: 04/03/17 00:24:05,XK00001402,3905,OK
Timestamp: 04/03/17 00:29:42,XK00001402,5860,Failure
Timestamp: 04/03/17 00:34:01,XK00001402,1111,OK
Timestamp: 04/03/17 00:38:53,XK00001402,1303,OK
Timestamp: 04/03/17 00:43:52,XK00001402,5639,Failure
Timestamp: 04/03/17 00:47:46,XK00001402,1584,OK
Timestamp: 04/03/17 00:50:52,XK00001402,6027,Failure
Timestamp: 04/03/17 00:56:30,XK00001402,1990,OK
Timestamp: 04/03/17 00:56:56,XK00001402,6509,Failure
Timestamp: 04/03/17 00:58:06,XK00001402,3386,OK
Timestamp: 04/03/17 01:01:38,XK00001402,3142,OK
Timestamp: 04/04/17 01:06:04,XK00001402,5408,Failure
Timestamp: 04/05/17 01:07:26,XK00001402,1707,OK
Timestamp: 04/05/17 01:10:24,WK00001576,1349,OK
Timestamp: 04/05/17 01:11:57,WK00001576,6207,Failure
Timestamp: 04/05/17 01:13:20,WK00001576,6000,Failure
Timestamp: 04/06/17 01:14:24,WK00001576,5019,Failure
Timestamp: 04/06/17 01:19:57,WK00001576,2623,OK
Timestamp: 04/06/17 01:20:31,WK00001576,431,OK
Timestamp: 04/06/17 01:24:46,WK00001576,3907,OK
Timestamp: 04/06/17 01:29:54,WK00001576,2393,OK
Timestamp: 04/06/17 01:34:10,WK00001576,502,OK
Timestamp: 04/06/17 01:36:38,WK00001576,2522,OK
Timestamp: 04/06/17 01:39:54,WK00001576,1155,OK
Timestamp: 04/07/17 01:40:12,WK00001576,2425,OK
Timestamp: 04/08/17 01:43:09,WK00001576,680,OK
Timestamp: 04/08/17 01:46:53,WK00001576,1350,OK
Timestamp: 04/08/17 01:49:21,WK00001576,5510,Failure
Timestamp: 04/08/17 01:51:01,WK00001576,2740,OK
Timestamp: 04/08/17 01:54:41,WK00001576,5053,Failure
Timestamp: 04/08/17 01:54:49,WK00001576,6638,Failure
Timestamp: 04/09/17 01:55:33,WK00001576,5133,Failure
Timestamp: 04/09/17 02:00:30,WK00001576,694,OK
Timestamp: 04/09/17 02:03:42,WK00001576,5803,Failure
Timestamp: 04/09/17 02:04:12,WK00001576,3957,OK
Timestamp: 04/09/17 02:07:31,WK00001576,5712,Failure
Timestamp: 04/09/17 02:11:24,WK00001576,3664,OK
Timestamp: 04/09/17 02:12:49,WK00001576,5952,Failure
Timestamp: 04/09/17 02:15:06,WK00001576,5029,Failure
Timestamp: 04/09/17 02:18:30,WK00001576,2126,OK
Timestamp: 04/09/17 02:18:43,WK00001576,5266,Failure
Timestamp: 04/09/17 02:24:14,WK00001576,707,OK
Timestamp: 04/09/17 02:28:36,WK00001576,150,OK
Timestamp: 04/10/17 02:33:50,WK00001576,5948,Failure
Timestamp: 04/10/17 02:35:27,WK00001576,6699,Failure
Timestamp: 04/10/17 02:38:25,WK00001576,6491,Failure
Timestamp: 04/10/17 02:42:24,WK00001576,541,OK
Timestamp: 04/10/17 02:46:15,WK00001576,6635,Failure
Timestamp: 04/11/17 02:49:29,WK00001576,5202,Failure
Timestamp: 04/12/17 02:52:55,WK00001576,5552,Failure
Timestamp: 04/12/17 02:57:24,WK00001576,1603,OK
Timestamp: 04/12/17 02:59:42,WK00001576,2308,OK
Timestamp: 04/12/17 03:04:08,YZ00001723,9671,Failure
Timestamp: 04/12/17 03:08:41,YZ00001723,7868,Failure
Timestamp: 04/12/17 03:10:08,YZ00001723,8916,Failure
Timestamp: 04/12/17 03:15:47,YZ00001723,4254,OK
Timestamp: 04/13/17 03:18:54,YZ00001723,7654,Failure
Timestamp: 04/13/17 03:20:31,YZ00001723,4559,OK
Timestamp: 04/13/17 03:25:46,YZ00001723,7451,Failure
Timestamp: 04/14/17 03:27:56,YZ00001723,8158,Failure
Timestamp: 04/14/17 03:31:38,YZ00001723,7282,Failure
Timestamp: 04/14/17 03:31:50,YZ00001723,9476,Failure
Timestamp: 04/14/17 03:33:37,YZ00001723,4742,OK
Timestamp: 04/14/17 03:37:26,YZ00001723,4996,OK
Timestamp: 04/14/17 03:41:16,YZ00001723,9506,Failure
Timestamp: 04/15/17 03:46:19,YZ00001723,4330,OK
Timestamp: 04/15/17 03:49:43,YZ00001723,4985,OK
Timestamp: 04/15/17 03:55:14,YZ00001723,6423,Failure
Timestamp: 04/15/17 04:00:38,YZ00001723,8394,Failure
Timestamp: 04/15/17 04:01:20,YZ00001723,9431,Failure
Timestamp: 04/15/17 04:04:29,YZ00001723,4961,OK
Timestamp: 04/16/17 04:05:13,YZ00001723,9491,Failure
Timestamp: 04/17/17 04:05:44,YZ00001723,8245,Failure
Timestamp: 04/17/17 04:05:54,YZ00001723,4415,OK
Timestamp: 04/17/17 04:06:15,YZ00001723,8449,Failure
Timestamp: 04/17/17 04:11:06,YZ00001723,7605,Failure
Timestamp: 04/17/17 04:16:20,YZ00001723,9642,Failure
Timestamp: 04/17/17 04:18:08,YZ00001723,8906,Failure
Timestamp: 04/17/17 04:20:02,YZ00001723,2721,OK
Timestamp: 04/17/17 04:25:46,YZ00001723,8726,Failure
Timestamp: 04/17/17 04:29:46,YZ00001723,4640,OK
Timestamp: 04/17/17 04:31:51,YZ00001723,7382,Failure
Timestamp: 04/18/17 04:35:46,YZ00001723,4282,OK
Timestamp: 04/18/17 04:40:13,YZ00001723,3732,OK
Timestamp: 04/18/17 04:42:05,YZ00001723,9239,Failure
Timestamp: 04/18/17 04:43:30,YZ00001723,7417,Failure
Timestamp: 04/18/17 04:44:33,YZ00001723,8552,Failure
Timestamp: 04/18/17 04:44:54,YZ00001723,9776,Failure
Timestamp: 04/18/17 04:47:58,YZ00001723,9979,Failure
Timestamp: 04/18/17 04:52:25,YZ00001723,4993,OK
Timestamp: 04/18/17 04:57:07,YZ00001723,9100,Failure
Timestamp: 04/18/17 05:00:04,YZ00001723,8312,Failure
Timestamp: 04/18/17 05:02:12,XK00001402,132,OK
Timestamp: 04/18/17 05:02:55,XK00001402,3193,OK
Timestamp: 04/18/17 05:07:20,XK00001402,2500,OK
Timestamp: 04/19/17 05:10:11,XK00001402,802,OK
Timestamp: 04/19/17 05:15:58,XK00001402,1669,OK
Timestamp: 04/19/17 05:16:31,XK00001402,3916,OK
Timestamp: 04/19/17 05:19:35,XK00001402,1074,OK
Timestamp: 04/20/17 05:22:10,XK00001402,2313,OK
Timestamp: 04/20/17 05:26:13,XK00001402,6979,Failure
Timestamp: 04/20/17 05:31:28,XK00001402,5791,Failure
Timestamp: 04/20/17 05:35:41,XK00001402,2315,OK
Timestamp: 04/20/17 05:40:36,XK00001402,3018,OK
Timestamp: 04/20/17 05:44:08,XK00001402,2747,OK
Timestamp: 04/20/17 05:45:24,XK00001402,330,OK
Timestamp: 04/20/17 05:49:14,XK00001402,5450,Failure
Timestamp: 04/20/17 05:49:36,XK00001402,2484,OK
Timestamp: 04/20/17 05:50:01,XK00001402,2016,OK
Timestamp: 04/20/17 05:50:50,XK00001402,1927,OK
Timestamp: 04/20/17 05:51:41,XK00001402,5237,Failure
Timestamp: 04/20/17 05:57:40,XK00001402,5949,Failure
Timestamp: 04/20/17 06:02:19,XK00001402,983,OK
Timestamp: 04/20/17 06:04:54,XK00001402,6108,Failure
Timestamp: 04/20/17 06:10:48,XK00001402,7126,Failure
Timestamp: 04/20/17 06:11:17,XK00001402,3038,OK
Timestamp: 04/21/17 06:14:36,XK00001402,6724,Failure
Timestamp: 04/21/17 06:20:05,XK00001402,5240,Failure
Timestamp: 04/21/17 06:22:16,XK00001402,6998,Failure
Timestamp: 04/21/17 06:23:36,XK00001402,5178,Failure
Timestamp: 04/21/17 06:26:50,XK00001402,6346,Failure
Timestamp: 04/22/17 06:29:41,XK00001402,20,OK
Timestamp: 04/22/17 06:33:26,XK00001402,6381,Failure
Timestamp: 04/22/17 06:33:45,XK00001402,2570,OK
Timestamp: 04/23/17 06:38:37,XK00001402,3489,OK
Timestamp: 04/23/17 06:40:05,XK00001402,2905,OK
Timestamp: 04/23/17 06:40:26,XK00001402,4127,OK
Timestamp: 04/23/17 06:45:57,XK00001402,1355,OK
Timestamp: 04/23/17 06:50:29,XK00001402,2831,OK
Timestamp: 04/23/17 06:55:43,XK00001402,3175,OK
Timestamp: 04/23/17 06:59:05,XK00001402,3960,OK
Timestamp: 04/23/17 07:00:37,XK00001402,1823,OK
Timestamp: 04/23/17 07:00:47,XK00001402,904,OK
Timestamp: 04/23/17 07:03:48,XK00001402,1534,OK
Timestamp: 04/23/17 07:06:44,XK00001402,3821,OK
Timestamp: 04/23/17 07:09:18,WK00001576,1138,OK
Timestamp: 04/23/17 07:14:37,WK00001576,471,OK
Timestamp: 04/24/17 07:15:21,WK00001576,6249,Failure
Timestamp: 04/24/17 07:18:01,WK00001576,1132,OK
Timestamp: 04/24/17 07:19:54,WK00001576,8233,Failure
Timestamp: 04/24/17 07:22:16,WK00001576,440,OK
Timestamp: 04/24/17 07:23:52,WK00001576,4113,OK
Timestamp: 04/25/17 07:26:25,WK00001576,2677,OK
Timestamp: 04/25/17 07:27:45,WK00001576,2923,OK
Timestamp: 04/25/17 07:30:31,WK00001576,53,OK
Timestamp: 04/26/17 07:35:27,WK00001576,1877,OK
Timestamp: 04/26/17 07:40:04,WK00001576,671,OK
Timestamp: 04/26/17 07:44:14,WK00001576,6084,Failure
Timestamp: 04/26/17 07:47:32,WK00001576,5356,Failure
Timestamp: 04/26/17 07:52:38,WK00001576,6171,Failure
Timestamp: 04/26/17 07:57:57,WK00001576,6239,Failure
Timestamp: 04/26/17 08:03:00,WK00001576,6378,Failure
Timestamp: 04/26/17 08:05:00,WK00001576,1165,OK
Timestamp: 04/26/17 08:07:55,WK00001576,894,OK
Timestamp: 04/27/17 08:11:37,WK00001576,6561,Failure
Timestamp: 04/27/17 08:15:44,WK00001576,5061,Failure
Timestamp: 04/27/17 08:21:35,WK00001576,6448,Failure
Timestamp: 04/27/17 08:26:04,WK00001576,2804,OK
Timestamp: 04/27/17 08:31:26,WK00001576,6916,Failure
Timestamp: 04/27/17 08:32:55,WK00001576,7008,Failure
Timestamp: 04/27/17 08:36:40,WK00001576,6564,Failure
Timestamp: 04/27/17 08:40:20,WK00001576,2196,OK
Timestamp: 04/27/17 08:43:45,WK00001576,5985,Failure
Timestamp: 04/27/17 08:48:15,WK00001576,152,OK
Timestamp: 04/27/17 08:53:41,WK00001576,5233,Failure
Timestamp: 04/27/17 08:54:31,WK00001576,6498,Failure
Timestamp: 04/27/17 08:57:48,WK00001576,6109,Failure
Timestamp: 04/27/17 09:00:41,WK00001576,587,OK
Timestamp: 04/27/17 09:00:57,WK00001576,2932,OK
Timestamp: 04/27/17 09:01:18,WK00001576,5504,Failure
Timestamp: 04/27/17 09:01:43,YZ00001723,4253,OK
Timestamp: 04/27/17 09:07:41,YZ00001723,9004,Failure
Timestamp: 04/27/17 09:08:38,YZ00001723,8869,Failure
Timestamp: 04/27/17 09:10:41,YZ00001723,7621,Failure
Timestamp: 04/27/17 09:15:46,YZ00001723,4535,OK
Timestamp: 04/28/17 09:20:34,YZ00001723,9200,Failure
Timestamp: 04/29/17 09:24:42,YZ00001723,8845,Failure
Timestamp: 04/29/17 09:24:54,YZ00001723,8848,Failure
Timestamp: 04/29/17 09:25:44,YZ00001723,7362,Failure
Timestamp: 04/29/17 09:30:57,YZ00001723,9583,Failure
Timestamp: 04/29/17 09:36:53,YZ00001723,4936,OK
Timestamp: 04/29/17 09:39:39,YZ00001723,8558,Failure
Timestamp: 04/29/17 09:45:23,YZ00001723,7357,Failure
Timestamp: 04/29/17 09:46:10,YZ00001723,8864,Failure
Timestamp: 04/29/17 09:46:46,YZ00001723,9727,Failure
Timestamp: 04/29/17 09:46:56,YZ00001723,7521,Failure
Timestamp: 04/29/17 09:49:22,YZ00001723,9564,Failure
Timestamp: 04/29/17 09:51:57,YZ00001723,3713,OK
Timestamp: 04/29/17 09:53:26,YZ00001723,9855,Failure
Timestamp: 04/29/17 09:55:36,YZ00001723,7751,Failure
Timestamp: 04/29/17 09:58:15,YZ00001723,4918,OK
Timestamp: 04/30/17 10:00:29,YZ00001723,8266,Failure
Timestamp: 04/30/17 10:02:49,YZ00001723,7395,Failure
Timestamp: 04/30/17 10:08:22,YZ00001723,8868,Failure
Timestamp: 05/01/17 10:10:51,YZ00001723,7530,Failure
Timestamp: 05/01/17 10:14:27,YZ00001723,4814,OK
Timestamp: 05/01/17 10:14:32,YZ00001723,4321,OK
Timestamp: 05/01/17 10:16:53,YZ00001723,4439,OK
Timestamp: 05/01/17 10:17:17,YZ00001723,7864,Failure
Timestamp: 05/01/17 10:21:27,YZ00001723,9737,Failure
Timestamp: 05/02/17 10:21:36,YZ00001723,9900,Failure
Timestamp: 05/02/17 10:26:46,YZ00001723,7435,Failure
Timestamp: 05/02/17 10:31:47,YZ00001723,7256,Failure
Timestamp: 05/03/17 10:35:48,XK00001402,2081,OK
Timestamp: 05/03/17 10:36:12,XK00001402,2219,OK
Timestamp: 05/03/17 10:40:19,XK00001402,7115,Failure
Timestamp: 05/03/17 10:42:22,XK00001402,1678,OK
Timestamp: 05/03/17 10:43:53,XK00001402,5294,Failure
Timestamp: 05/03/17 10:45:36,XK00001402,4122,OK
Timestamp: 05/03/17 10:47:13,XK00001402,3163,OK
Timestamp: 05/04/17 10:47:52,XK00001402,1886,OK
Timestamp: 05/04/17 10:49:44,XK00001402,2185,OK
Timestamp: 05/04/17 10:51:24,XK00001402,1152,OK
Timestamp: 05/05/17 10:56:42,XK00001402,3246,OK
Timestamp: 05/05/17 10:57:08,XK00001402,5346,Failure
Timestamp: 05/05/17 10:57:14,XK00001402,1841,OK
Timestamp: 05/05/17 11:03:00,XK00001402,7793,Failure
Timestamp: 05/05/17 11:08:30,XK00001402,2123,OK
Timestamp: 05/06/17 11:11:50,XK00001402,2034,OK
Timestamp: 05/07/17 11:13:10,XK00001402,6823,Failure
Timestamp: 05/07/17 11:15:13,XK00001402,1613,OK
Timestamp: 05/07/17 11:18:01,XK00001402,1887,OK
Timestamp: 05/08/17 11:20:59,XK00001402,5423,Failure
Timestamp: 05/08/17 11:25:43,XK00001402,929,OK
Timestamp: 05/08/17 11:27:04,XK00001402,425,OK
Timestamp: 05/09/17 11:32:42,XK00001402,589,OK
Timestamp: 05/09/17 11:34:36,XK00001402,1702,OK
Timestamp: 05/09/17 11:39:31,XK00001402,752,OK
Timestamp: 05/09/17 11:40:48,XK00001402,6585,Failure
Timestamp: 05/09/17 11:45:31,XK00001402,5420,Failure
Timestamp: 05/09/17 11:49:43,XK00001402,1595,OK
Timestamp: 05/09/17 11:53:08,XK00001402,6089,Failure
Timestamp: 05/09/17 11:57:33,XK00001402,1894,OK
Timestamp: 05/10/17 11:59:30,XK00001402,7809,Failure
Timestamp: 05/10/17 12:00:06,XK00001402,2949,OK
Timestamp: 05/10/17 12:05:20,XK00001402,2497,OK
Timestamp: 05/10/17 12:10:12,XK00001402,5353,Failure
Timestamp: 05/10/17 12:13:54,XK00001402,8073,Failure
Timestamp: 05/10/17 12:16:05,XK00001402,7086,Failure
Timestamp: 05/10/17 12:17:40,XK00001402,8031,Failure
Timestamp: 05/10/17 12:22:05,XK00001402,3942,OK
Timestamp: 05/10/17 12:22:59,XK00001402,6096,Failure
Timestamp: 05/10/17 12:24:06,WK00001576,1844,OK
Timestamp: 05/10/17 12:24:13,WK00001576,2117,OK
Timestamp: 05/10/17 12:26:50,WK00001576,5838,Failure
Timestamp: 05/10/17 12:32:02,WK00001576,874,OK
Timestamp: 05/10/17 12:32:09,WK00001576,3903,OK
Timestamp: 05/10/17 12:35:36,WK00001576,3831,OK
Timestamp: 05/10/17 12:36:11,WK00001576,6069,Failure
Timestamp: 05/10/17 12:40:29,WK00001576,2742,OK
Timestamp: 05/10/17 12:42:00,WK00001576,3023,OK
Timestamp: 05/10/17 12:44:57,WK00001576,3339,OK
Timestamp: 05/10/17 12:48:03,WK00001576,6230,Failure
Timestamp: 05/10/17 12:50:29,WK00001576,3564,OK
Timestamp: 05/10/17 12:55:23,WK00001576,3341,OK
Timestamp: 05/10/17 13:00:02,WK00001576,5274,Failure
Timestamp: 05/10/17 13:00:09,WK00001576,1187,OK
Timestamp: 05/10/17 13:02:22,WK00001576,2053,OK
Timestamp: 05/10/17 13:03:31,WK00001576,8197,Failure
Timestamp: 05/10/17 13:07:48,WK00001576,1207,OK
Timestamp: 05/10/17 13:09:11,WK00001576,1920,OK
Timestamp: 05/10/17 13:14:43,WK00001576,5184,Failure
Timestamp: 05/10/17 13:19:36,WK00001576,5108,Failure
Timestamp: 05/11/17 13:22:03,WK00001576,5238,Failure
Timestamp: 05/12/17 13:23:41,WK00001576,8078,Failure
Timestamp: 05/12/17 13:27:17,WK00001576,8014,Failure
Timestamp: 05/12/17 13:31:18,WK00001576,3559,OK
Timestamp: 05/12/17 13:35:04,WK00001576,6312,Failure
Timestamp: 05/12/17 13:39:55,WK00001576,5886,Failure
Timestamp: 05/12/17 13:42:38,WK00001576,5794,Failure
Timestamp: 05/12/17 13:42:53,WK00001576,5741,Failure
Timestamp: 05/12/17 13:47:02,WK00001576,2692,OK
Timestamp: 05/13/17 13:47:35,WK00001576,2358,OK
Timestamp: 05/14/17 13:51:24,WK00001576,7108,Failure
Timestamp: 05/14/17 13:56:29,WK00001576,6990,Failure
Timestamp: 05/14/17 13:56:39,WK00001576,6005,Failure
Timestamp: 05/14/17 14:01:03,WK00001576,381,OK
Timestamp: 05/15/17 14:06:12,YZ00001723,8545,Failure
Timestamp: 05/16/17 14:11:02,YZ00001723,9087,Failure
Timestamp: 05/16/17 14:11:48,YZ00001723,4298,OK
Timestamp: 05/16/17 14:13:53,YZ00001723,4699,OK
Timestamp: 05/16/17 14:16:45,YZ00001723,7564,Failure
Timestamp: 05/16/17 14:17:11,YZ00001723,7553,Failure
Timestamp: 05/17/17 14:18:27,YZ00001723,9065,Failure
Timestamp: 05/17/17 14:23:01,YZ00001723,4586,OK
Timestamp: 05/17/17 14:25:55,YZ00001723,9189,Failure
Timestamp: 05/17/17 14:30:36,YZ00001723,8182,Failure
Timestamp: 05/17/17 14:30:59,YZ00001723,3704,OK
Timestamp: 05/17/17 14:36:04,YZ00001723,7883,Failure
Timestamp: 05/18/17 14:37:34,YZ00001723,4606,OK
Timestamp: 05/18/17 14:43:26,YZ00001723,8871,Failure
Timestamp: 05/18/17 14:49:05,YZ00001723,8587,Failure
Timestamp: 05/18/17 14:53:53,YZ00001723,8542,Failure
Timestamp: 05/18/17 14:58:19,YZ00001723,4354,OK
Timestamp: 05/18/17 14:59:17,YZ00001723,8535,Failure
Timestamp: 05/18/17 15:03:55,YZ00001723,7740,Failure
Timestamp: 05/18/17 15:07:01,YZ00001723,8224,Failure
Timestamp: 05/18/17 15:12:38,YZ00001723,9111,Failure
Timestamp: 05/18/17 15:16:17,YZ00001723,8749,Failure
Timestamp: 05/18/17 15:21:53,YZ00001723,7267,Failure
Timestamp: 05/18/17 15:26:49,YZ00001723,8820,Failure
Timestamp: 05/18/17 15:28:51,YZ00001723,9198,Failure
Timestamp: 05/18/17 15:29:51,YZ00001723,7601,Failure
Timestamp: 05/18/17 15:35:29,YZ00001723,9947,Failure
Timestamp: 05/19/17 15:37:57,YZ00001723,7296,Failure
Timestamp: 05/19/17 15:38:00,YZ00001723,4812,OK
Timestamp: 05/19/17 15:43:16,YZ00001723,4218,OK
Timestamp: 05/19/17 15:45:31,YZ00001723,4288,OK
Timestamp: 05/19/17 15:46:56,YZ00001723,4802,OK
Timestamp: 05/19/17 15:51:54,YZ00001723,8555,Failure
Timestamp: 05/19/17 15:57:25,YZ00001723,9882,Failure
Timestamp: 05/19/17 16:02:55,YZ00001723,4487,OK
Timestamp: 05/19/17 16:08:02,YZ00001723,4378,OK
Timestamp: 05/19/17 16:09:28,YZ00001723,8637,Failure
Timestamp: 05/19/17 16:11:06,XK00001402,5807,Failure
Timestamp: 05/19/17 16:12:32,XK00001402,7166,Failure
Timestamp: 05/19/17 16:18:26,XK00001402,8210,Failure
Timestamp: 05/19/17 16:22:54,XK00001402,2629,OK
Timestamp: 05/19/17 16:27:21,XK00001402,6801,Failure
Timestamp: 05/19/17 16:30:07,XK00001402,6396,Failure
Timestamp: 05/19/17 16:35:18,XK00001402,1383,OK
Timestamp: 05/19/17 16:40:01,XK00001402,1714,OK
Timestamp: 05/19/17 16:40:21,XK00001402,3567,OK
Timestamp: 05/19/17 16:44:03,XK00001402,559,OK
Timestamp: 05/19/17 16:49:53,XK00001402,821,OK
Timestamp: 05/19/17 16:53:48,XK00001402,3103,OK
Timestamp: 05/19/17 16:55:44,XK00001402,1582,OK
Timestamp: 05/19/17 16:58:55,XK00001402,5071,Failure
Timestamp: 05/20/17 17:01:34,XK00001402,5063,Failure
Timestamp: 05/20/17 17:05:07,XK00001402,1617,OK
Timestamp: 05/20/17 17:10:47,XK00001402,3382,OK
Timestamp: 05/20/17 17:16:17,XK00001402,3849,OK
Timestamp: 05/20/17 17:19:16,XK00001402,8414,Failure
Timestamp: 05/20/17 17:21:17,XK00001402,7217,Failure
Timestamp: 05/20/17 17:27:02,XK00001402,2058,OK
Timestamp: 05/20/17 17:29:59,XK00001402,5548,Failure
Timestamp: 05/20/17 17:35:22,XK00001402,2480,OK
Timestamp: 05/20/17 17:41:20,XK00001402,3234,OK
Timestamp: 05/20/17 17:41:58,XK00001402,7202,Failure
Timestamp: 05/20/17 17:47:51,XK00001402,5354,Failure
Timestamp: 05/20/17 17:53:18,XK00001402,364,OK
Timestamp: 05/21/17 17:55:52,XK00001402,3452,OK
Timestamp: 05/21/17 18:01:20,XK00001402,103,OK
Timestamp: 05/21/17 18:04:10,XK00001402,1655,OK
Timestamp: 05/21/17 18:06:10,XK00001402,5887,Failure
Timestamp: 05/21/17 18:11:56,XK00001402,3981,OK
Timestamp: 05/21/17 18:17:00,XK00001402,95,OK
Timestamp: 05/21/17 18:21:19,XK00001402,6130,Failure
Timestamp: 05/21/17 18:23:39,XK00001402,1007,OK
Timestamp: 05/21/17 18:29:22,XK00001402,7197,Failure
Timestamp: 05/21/17 18:31:53,XK00001402,1541,OK
Timestamp: 05/22/17 18:36:17,XK00001402,3561,OK
Timestamp: 05/22/17 18:38:45,XK00001402,8127,Failure
Timestamp: 05/22/17 18:44:15,XK00001402,845,OK
Timestamp: 05/22/17 18:48:58,WK00001576,6739,Failure
Timestamp: 05/22/17 18:52:51,WK00001576,6454,Failure
Timestamp: 05/22/17 18:53:28,WK00001576,3914,OK
Timestamp: 05/22/17 18:55:34,WK00001576,765,OK
Timestamp: 05/22/17 18:57:23,WK00001576,720,OK
Timestamp: 05/23/17 18:58:54,WK00001576,313,OK
Timestamp: 05/23/17 19:02:42,WK00001576,2939,OK
Timestamp: 05/23/17 19:07:00,WK00001576,6083,Failure
Timestamp: 05/23/17 19:10:09,WK00001576,3867,OK
Timestamp: 05/23/17 19:11:33,WK00001576,4168,OK
Timestamp: 05/24/17 19:15:31,WK00001576,819,OK
Timestamp: 05/24/17 19:20:25,WK00001576,6707,Failure
Timestamp: 05/24/17 19:26:21,WK00001576,978,OK
Timestamp: 05/24/17 19:28:48,WK00001576,2501,OK
Timestamp: 05/24/17 19:29:10,WK00001576,2999,OK
Timestamp: 05/24/17 19:33:20,WK00001576,3953,OK
Timestamp: 05/24/17 19:37:10,WK00001576,6029,Failure
Timestamp: 05/24/17 19:41:18,WK00001576,9434,Failure
Timestamp: 05/24/17 19:41:44,WK00001576,7953,Failure
Timestamp: 05/25/17 19:43:28,WK00001576,5336,Failure
Timestamp: 05/25/17 19:44:35,WK00001576,2434,OK
Timestamp: 05/25/17 19:48:42,WK00001576,3911,OK
Timestamp: 05/25/17 19:49:38,WK00001576,6437,Failure
Timestamp: 05/25/17 19:51:58,WK00001576,4114,OK
Timestamp: 05/25/17 19:53:24,WK00001576,2039,OK
Timestamp: 05/25/17 19:55:52,WK00001576,68,OK
Timestamp: 05/25/17 19:56:52,WK00001576,6667,Failure
Timestamp: 05/25/17 19:57:59,WK00001576,2347,OK
Timestamp: 05/25/17 20:03:16,WK00001576,5592,Failure
Timestamp: 05/25/17 20:09:09,WK00001576,7169,Failure
Timestamp: 05/26/17 20:13:16,WK00001576,6855,Failure
Timestamp: 05/26/17 20:17:08,WK00001576,1098,OK
Timestamp: 05/26/17 20:18:01,WK00001576,6032,Failure
Timestamp: 05/26/17 20:18:39,WK00001576,873,OK
Timestamp: 05/26/17 20:24:30,WK00001576,4126,OK
Timestamp: 05/27/17 20:25:58,YZ00001723,9103,Failure
Timestamp: 05/27/17 20:27:53,YZ00001723,9899,Failure
Timestamp: 05/27/17 20:28:23,YZ00001723,3765,OK
Timestamp: 05/27/17 20:28:29,YZ00001723,8710,Failure
Timestamp: 05/28/17 20:32:16,YZ00001723,4406,OK
Timestamp: 05/28/17 20:37:36,YZ00001723,4762,OK
Timestamp: 05/29/17 20:42:50,YZ00001723,4471,OK
Timestamp: 05/30/17 20:48:08,YZ00001723,9905,Failure
Timestamp: 05/30/17 20:49:54,YZ00001723,7881,Failure
Timestamp: 05/30/17 20:52:08,YZ00001723,4698,OK
Timestamp: 05/31/17 20:55:24,YZ00001723,9317,Failure
Timestamp: 05/31/17 20:56:52,YZ00001723,9477,Failure
Timestamp: 05/31/17 20:59:11,YZ00001723,9700,Failure
Timestamp: 05/31/17 21:04:47,YZ00001723,4546,OK
Timestamp: 05/31/17 21:09:46,YZ00001723,9195,Failure
Timestamp: 05/31/17 21:13:19,YZ00001723,7840,Failure
Timestamp: 05/31/17 21:18:47,YZ00001723,9932,Failure
Timestamp: 05/31/17 21:21:53,YZ00001723,7250,Failure
Timestamp: 05/31/17 21:26:18,YZ00001723,9822,Failure
Timestamp: 06/01/17 21:29:43,YZ00001723,7474,Failure
Timestamp: 06/02/17 21:30:27,YZ00001723,7520,Failure
Timestamp: 06/02/17 21:31:12,YZ00001723,8095,Failure
Timestamp: 06/02/17 21:32:25,YZ00001723,8941,Failure
Timestamp: 06/02/17 21:35:19,YZ00001723,4833,OK
Timestamp: 06/02/17 21:38:24,YZ00001723,9299,Failure
Timestamp: 06/02/17 21:43:39,YZ00001723,4860,OK
Timestamp: 06/02/17 21:43:57,YZ00001723,8805,Failure
Timestamp: 06/02/17 21:49:19,YZ00001723,3735,OK
Timestamp: 06/02/17 21:54:33,YZ00001723,8641,Failure
Timestamp: 06/02/17 21:56:31,YZ00001723,9243,Failure
Timestamp: 06/02/17 21:58:07,YZ00001723,9980,Failure
Timestamp: 06/02/17 22:00:15,YZ00001723,6867,Failure
Timestamp: 06/02/17 22:03:21,YZ00001723,8722,Failure
Timestamp: 06/02/17 22:05:12,YZ00001723,9834,Failure
Timestamp: 06/02/17 22:10:45,YZ00001723,9185,Failure
Timestamp: 06/03/17 22:12:24,YZ00001723,9207,Failure
Timestamp: 06/03/17 22:14:29,XK00001402,6285,Failure
Timestamp: 06/03/17 22:15:44,XK00001402,6942,Failure
Timestamp: 06/03/17 22:17:34,XK00001402,6404,Failure
